,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
20,1,0.13333333333333333,0.323943661971831,0.32206441288257653,0.19047619047619047,0.7452736318407961,0.2552792522501731,0.13454355212039282,0.23445041863888458,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1,0.0,0.7464788732394366,0.24164832966593316,0.07936507936507936,0.6388059701492538,0.499803831063928,0.2271362575547998,0.44983479088375306,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
22,1,0.0,0.014084507042253521,0.2634526905381076,0.15873015873015872,0.5184079601990049,0.013876067389799218,0.009171524748579572,0.013007212306414087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1,0.0,0.28169014084507044,0.0,0.12698412698412698,0.2353233830845771,0.0947726748211401,0.0,0.07393963065856744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,1,0.0,0.36619718309859156,0.0,0.20634920634920634,0.12437810945273632,0.09073390260789292,0.0,0.08342208078821736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,2,0.13333333333333333,0.14084507042253522,0.5909181836367273,0.0,0.016915422885572132,0.022611354719593815,0.11314332770704047,0.046809889292394734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,0,0.26666666666666666,0.7605633802816901,0.8565713142628525,0.42857142857142855,0.6686567164179105,0.5603392568659127,0.8200401645930049,0.6591151745165925,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,1,0.0,0.028169014084507043,0.1844368873774755,0.2222222222222222,0.6278606965174128,0.024798061389337638,0.009631145578804517,0.021674171724914117,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1,0.0,0.0,0.7019403880776156,0.2698412698412698,0.5676616915422885,0.006519732287099007,0.012218253736813105,0.009846395596530775,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,1,0.0,0.056338028169014086,0.0,0.4126984126984127,0.10149253731343283,0.01295291945534272,0.0,0.009905999568774292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,0.0,0.2676056338028169,0.9747949589917982,0.19047619047619047,0.7547263681592039,0.2035079621509347,0.33935337964941725,0.2542777703147383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,1,0.5333333333333333,0.056338028169014086,0.915383076615323,0.3492063492063492,0.5582089552238806,0.036464343411031615,0.07966761057232369,0.0489691786504893,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,1,0.26666666666666666,0.36619718309859156,0.14042808561712342,0.3968253968253968,0.5666666666666667,0.22046503577198245,0.06599737284911815,0.18942593924232962,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33,1,0.0,0.04225352112676056,0.9671934386877376,0.38095238095238093,0.7059701492537314,0.03777982921763212,0.06734141557992745,0.04680176147799789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,1,0.0,0.0,0.916383276655331,0.3333333333333333,0.6711442786069652,0.0077198246018924535,0.015950931994397503,0.009947541731247041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,0,0.4,0.9014084507042254,0.367873574714943,0.4444444444444444,0.8656716417910447,0.7809369951534733,0.41621799955256616,0.7188952494053713,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,1,0.4,0.676056338028169,0.45849169833966796,0.2222222222222222,0.7144278606965174,0.5225536579736902,0.3910537590977505,0.5101531077037005,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,0.13333333333333333,0.5915492957746479,0.29045809161832364,0.07936507936507936,0.9203980099502488,0.5387837525963535,0.2174006526963987,0.4778161465806171,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,0,0.0,0.7746478873239436,0.9761952390478095,0.19047619047619047,0.8587064676616916,0.6664954996538195,0.9515543976050969,0.7681768973648946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
39,1,0.9333333333333333,0.2676056338028169,0.10622124424884975,0.15873015873015872,0.7592039800995024,0.21703784906531273,0.0369785849771887,0.1792174043598951,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40,1,0.0,0.014084507042253521,0.9495899179835967,0.30158730158730157,0.7089552238805971,0.01646665128086776,0.03305788001633047,0.02122985120455338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
41,2,0.0,0.09859154929577464,0.5591118223644729,0.0,0.013930348258706454,0.016789753057927532,0.07785698305931633,0.033101878766875086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,0.0,0.7183098591549296,0.0,0.2857142857142857,0.3074626865671642,0.2921878606046619,0.0,0.23114962290327784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
43,1,0.0,0.014084507042253521,0.8799759951990398,0.42857142857142855,0.30845771144278605,0.008342949457650588,0.030634424729689854,0.014243543185222725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44,1,0.13333333333333333,0.4507042253521127,0.5557111422284456,0.12698412698412698,0.7587064676616916,0.3561908608354489,0.3192066665912239,0.36132018283066936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,1,0.0,0.4084507042253521,0.9177835567113423,0.30158730158730157,0.7308457711442786,0.3161031617816755,0.47925917478910113,0.371458276654998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,0,0.0,0.2676056338028169,0.8889777955591117,0.20634920634920634,0.7990049751243781,0.21047772905608123,0.3094780256847959,0.25559628242800386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0,0.0,0.6338028169014085,0.04740948189637927,0.31746031746031744,0.9129353233830846,0.5603507962150934,0.03796050220539655,0.44815504257507227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
48,1,0.13333333333333333,0.08450704225352113,0.4382876575315063,0.1746031746031746,0.7696517412935323,0.07218439879990769,0.05340306570575736,0.07011233316814303,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,1,0.0,0.04225352112676056,0.73874774954991,0.2857142857142857,0.6029850746268656,0.03161781675513501,0.05143574927335514,0.03785394091756251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50,0,0.0,0.7605633802816901,0.747749549909982,0.1111111111111111,0.8134328358208955,0.6335679667666744,0.7158594430753509,0.6903079199906982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
51,1,0.13333333333333333,0.2676056338028169,0.10742148429685937,0.38095238095238093,0.5512437810945274,0.1667089776136626,0.03739642209557502,0.13993748356093094,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
52,1,0.0,0.11267605633802817,0.9743948789757951,0.23809523809523808,0.818407960199005,0.10383106392799447,0.15264634527447982,0.1206194749206127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
53,1,0.0,0.1267605633802817,0.10922184436887376,0.38095238095238093,0.5432835820895522,0.07729633048696054,0.019011588886577245,0.06790247074269032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,1,0.0,0.0,0.7385477095419084,0.09523809523809523,0.5502487562189055,0.006317793676436649,0.012855455342352233,0.008047439343362904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,1,0.0,0.028169014084507043,0.8381676335267053,0.1746031746031746,0.6084577114427862,0.021492037849065313,0.04376843815096629,0.027940716624879913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56,1,0.0,0.04225352112676056,0.133626725345069,0.2698412698412698,0.6601990049751243,0.03938379875375029,0.00930383983606857,0.03300434499411298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57,0,0.0,0.4788732394366197,0.4166833366673334,0.30158730158730157,0.8039800995024875,0.38968382183244865,0.25385345929961795,0.38141936474357313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,1,0.0,0.014084507042253521,0.53250650130026,0.1746031746031746,0.2656716417910448,0.00765635818139857,0.01853804015240609,0.01056886798736125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,0,0.0,0.09859154929577464,0.23144628925785157,0.42857142857142855,0.8164179104477611,0.09387837525963537,0.03222916973153095,0.08159874109185897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
60,1,0.26666666666666666,0.6056338028169014,0.0,0.4444444444444444,0.12039800995024877,0.15473113316408957,0.0,0.12086421244300652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,0,0.13333333333333333,0.8591549295774648,0.14222844568913784,0.25396825396825395,0.8507462686567164,0.734427648280637,0.1534924654392121,0.6143553006331792,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
62,1,0.13333333333333333,0.4507042253521127,0.6639327865573114,0.23809523809523808,0.6203980099502487,0.30437341333948764,0.38137038387914757,0.336889778934737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63,1,0.0,0.04225352112676056,0.9901980396079215,0.36507936507936506,0.7567164179104477,0.04680936995153473,0.06894312453374166,0.054283866175535954,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
64,1,0.13333333333333333,0.36619718309859156,0.21204240848169634,0.36507936507936506,0.5696517412935324,0.21638010616201248,0.09965415273513566,0.19495827157511395,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
65,0,0.0,0.09859154929577464,0.8091618323664733,0.4603174603174603,0.8194029850746268,0.09238402954073391,0.11267674292484244,0.10129424155638614,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,1,0.13333333333333333,0.028169014084507043,0.5155031006201239,0.031746031746031744,0.6970149253731343,0.029419570736210477,0.02691915635203822,0.02977489340710077,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
67,1,0.0,0.09859154929577464,0.8587717543508702,0.14285714285714285,0.7348258706467661,0.0820620816985922,0.1195849832821628,0.09500782866567252,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
68,1,0.0,0.18309859154929578,0.22624524904980997,0.38095238095238093,0.718407960199005,0.14393030233094853,0.05513360777107401,0.12671082026580208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
69,1,0.0,0.15492957746478872,0.0,0.15873015873015872,0.2527363184079602,0.0586372028617586,0.0,0.04565935200999721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
70,1,0.0,0.16901408450704225,0.8075615123024604,0.3333333333333333,0.5577114427860697,0.10634087237479807,0.18273758175026744,0.1303882047351292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
71,1,0.0,0.14084507042253522,0.07921584316863373,0.42857142857142855,0.7109452736318408,0.11872836372028618,0.015167487397423166,0.09662165136869007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,1,0.13333333333333333,0.22535211267605634,0.5637127425485097,0.25396825396825395,0.817910447761194,0.18505077313639512,0.1668075416117893,0.18785636797325045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
73,0,0.13333333333333333,0.5352112676056338,0.665133026605321,0.4126984126984127,0.8696517412935324,0.49226863604892684,0.45152523605620953,0.5021354703464593,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
74,0,0.6666666666666666,0.14084507042253522,0.34506901380276056,0.42857142857142855,0.853731343283582,0.12864643434110318,0.06607049434483575,0.11758599396961326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
75,1,0.13333333333333333,0.028169014084507043,0.0658131626325265,0.14285714285714285,0.618407960199005,0.02368451419339949,0.003436710298727425,0.019196091424365604,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
76,1,0.0,0.28169014084507044,0.6925385077015402,0.2222222222222222,0.41592039800995023,0.14047426725132703,0.25314661817434775,0.17536301415481453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
77,1,0.0,0.2112676056338028,0.7751550310062012,0.25396825396825395,0.7751243781094528,0.17429033002538658,0.21588251116626175,0.19216320651308855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
